Joke ID,Joke Text,Category,Rating,Length,Maturity Level,Sentiment Score,Contextual Information,Usage Context
495,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,3.7,Medium,G,0.5,Everyday humor,Office humor
496,"What did the ocean say to the beach? Nothing, it just waved.",Pun,3.6,Medium,PG,0.8,Nature reference,Icebreaker
497,Parallel lines have so much in common. It’s a shame they’ll never meet.,Pun,4.9,Long,Adult,0.6,Math joke,Office humor
498,Why did the bicycle fall over? Because it was two-tired.,Pun,4.0,Short,Adult,0.8,Transportation reference,General use
499,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.8,Medium,G,0.9,Everyday humor,Party joke
500,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.9,Long,PG,0.6,Halloween reference,Icebreaker
501,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.2,Short,PG,0.5,Science joke,Kids' party
502,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.1,Medium,Adult,0.9,Science joke,Office humor
503,Why did the bicycle fall over? Because it was two-tired.,Pun,4.3,Long,PG,1.0,Transportation reference,Party joke
504,How does a penguin build its house? Igloos it together!,Pun,4.1,Short,G,0.6,Animal reference,Icebreaker
505,How does a penguin build its house? Igloos it together!,Pun,4.1,Short,Adult,0.9,Animal reference,Party joke
506,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.8,Short,G,0.6,Everyday humor,Kids' party
507,Why was the math book sad? It had too many problems.,Pun,3.6,Short,Adult,0.8,Math joke,Kids' party
508,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,4.8,Short,PG,1.0,Tech reference,Kids' party
509,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,4.9,Medium,G,0.9,Seafood reference,Kids' party
510,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,4.0,Long,G,0.8,Agricultural reference,General use
511,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,4.6,Medium,PG,0.7,Everyday humor,Party joke
512,I’m reading a book on anti-gravity. It’s impossible to put down.,Pun,3.0,Long,G,0.7,Science joke,Party joke
513,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,4.6,Medium,Adult,0.8,Tech reference,Icebreaker
514,What’s orange and sounds like a parrot? A carrot!,Pun,4.7,Medium,Adult,0.8,Wordplay,Kids' party
515,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.5,Medium,Adult,0.9,Everyday humor,Office humor
516,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,4.6,Medium,G,0.9,Sports reference,Office humor
517,I’m on a whiskey diet. I’ve lost three days already.,One-liner,3.1,Short,PG,0.9,Alcohol reference,Party joke
518,Why don’t skeletons fight each other? They don’t have the guts.,Pun,3.3,Long,PG,0.9,Halloween reference,Party joke
519,Why was the math book sad? It had too many problems.,Pun,4.5,Short,PG,0.7,Math joke,General use
520,"My boss told me to have a good day, so I went home.",One-liner,4.0,Medium,G,0.9,Work humor,General use
521,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,3.6,Short,G,0.8,Everyday humor,Kids' party
522,I told my wife she should embrace her mistakes. She gave me a hug.,One-liner,4.2,Short,G,0.5,Everyday humor,Office humor
523,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.7,Long,Adult,0.8,Everyday humor,Party joke
524,"My boss told me to have a good day, so I went home.",One-liner,3.8,Long,G,0.7,Work humor,Party joke
525,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,3.7,Short,Adult,1.0,Science joke,General use
526,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.1,Short,PG,0.6,Science joke,Office humor
527,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,3.8,Short,G,0.6,Seafood reference,Party joke
528,Why don’t programmers like nature? It has too many bugs.,Pun,4.4,Medium,G,0.8,Tech reference,Icebreaker
529,How do you organize a space party? You planet.,Pun,5.0,Long,Adult,0.6,Science joke,Icebreaker
530,"What did the ocean say to the beach? Nothing, it just waved.",Pun,4.1,Long,G,0.9,Nature reference,Kids' party
531,"I used to play piano by ear, but now I use my hands.",One-liner,4.9,Long,G,0.7,Music reference,Icebreaker
532,Why was the math book sad? It had too many problems.,Pun,4.6,Medium,PG,0.7,Math joke,Party joke
533,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,4.5,Short,G,1.0,Sports reference,Kids' party
534,Did you hear about the mathematician who’s afraid of negative numbers? He will stop at nothing to avoid them.,Pun,3.2,Short,G,0.8,Math joke,Party joke
535,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.9,Medium,G,0.9,Halloween reference,Icebreaker
536,How does a penguin build its house? Igloos it together!,Pun,4.5,Medium,PG,0.5,Animal reference,Party joke
537,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,3.6,Short,PG,0.8,Everyday humor,Office humor
538,Why don’t programmers like nature? It has too many bugs.,Pun,4.4,Long,Adult,0.6,Tech reference,Office humor
539,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,4.0,Long,PG,0.6,Science joke,Icebreaker
540,Why don’t skeletons fight each other? They don’t have the guts.,Pun,3.3,Medium,PG,0.8,Halloween reference,Kids' party
541,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.4,Short,PG,0.6,Everyday humor,Party joke
542,"My boss told me to have a good day, so I went home.",One-liner,4.6,Medium,PG,0.9,Work humor,Party joke
543,Why was the math book sad? It had too many problems.,Pun,3.0,Long,Adult,0.9,Math joke,Party joke
544,Why don’t skeletons fight each other? They don’t have the guts.,Pun,3.9,Long,Adult,0.8,Halloween reference,Icebreaker
545,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.6,Short,PG,0.8,Science joke,Icebreaker
546,Why don’t skeletons fight each other? They don’t have the guts.,Pun,3.8,Long,Adult,0.9,Halloween reference,General use
547,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.2,Short,PG,0.7,Science joke,Office humor
548,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,3.3,Medium,G,0.5,Science joke,General use
549,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,4.6,Medium,PG,1.0,Tech reference,General use
550,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,3.7,Short,Adult,0.7,Everyday humor,Party joke
551,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.6,Short,Adult,0.7,Agricultural reference,Kids' party
552,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.5,Short,PG,0.7,Science joke,Office humor
553,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.4,Medium,G,1.0,Agricultural reference,Party joke
554,Why was the math book sad? It had too many problems.,Pun,4.3,Medium,G,0.7,Math joke,Office humor
555,Why don’t programmers like nature? It has too many bugs.,Pun,4.1,Short,PG,0.7,Tech reference,Kids' party
556,Why don’t skeletons fight each other? They don’t have the guts.,Pun,3.3,Short,G,0.7,Halloween reference,Icebreaker
557,Want to hear a joke about construction? I’m still working on it.,Pun,3.9,Long,Adult,0.5,Everyday humor,General use
558,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.9,Short,Adult,0.5,Everyday humor,Icebreaker
559,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.5,Medium,Adult,0.9,Agricultural reference,Party joke
560,I’m reading a book on anti-gravity. It’s impossible to put down.,Pun,4.8,Long,Adult,0.7,Science joke,General use
561,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.3,Medium,PG,1.0,Everyday humor,Kids' party
562,I would avoid the sushi if I was you. It’s a little fishy.,Pun,4.5,Long,G,0.9,Food reference,Party joke
563,How does a penguin build its house? Igloos it together!,Pun,3.4,Medium,Adult,0.6,Animal reference,Office humor
564,I’m on a whiskey diet. I’ve lost three days already.,One-liner,5.0,Short,PG,0.6,Alcohol reference,Kids' party
565,What’s orange and sounds like a parrot? A carrot!,Pun,4.7,Short,Adult,1.0,Wordplay,Icebreaker
566,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,4.3,Medium,PG,0.6,Sports reference,Party joke
567,How do you organize a space party? You planet.,Pun,3.2,Medium,G,0.7,Science joke,Icebreaker
568,"What did the ocean say to the beach? Nothing, it just waved.",Pun,4.4,Short,Adult,0.7,Nature reference,Kids' party
569,I’m reading a book on anti-gravity. It’s impossible to put down.,Pun,4.0,Short,Adult,0.8,Science joke,Icebreaker
570,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,4.1,Short,PG,1.0,Everyday humor,Icebreaker
571,Want to hear a joke about construction? I’m still working on it.,Pun,4.6,Medium,Adult,0.9,Everyday humor,Office humor
572,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,3.4,Short,G,0.6,Everyday humor,General use
573,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.1,Long,Adult,0.9,Science joke,Party joke
574,How does a penguin build its house? Igloos it together!,Pun,4.8,Long,Adult,0.9,Animal reference,Icebreaker
575,Parallel lines have so much in common. It’s a shame they’ll never meet.,Pun,4.7,Medium,PG,1.0,Math joke,Office humor
576,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,5.0,Medium,Adult,0.9,Sports reference,Party joke
577,"My boss told me to have a good day, so I went home.",One-liner,3.8,Long,G,0.9,Work humor,Kids' party
578,Why don’t skeletons fight each other? They don’t have the guts.,Pun,3.7,Long,PG,0.9,Halloween reference,Party joke
579,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,4.9,Medium,PG,0.7,Everyday humor,General use
580,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,4.2,Short,PG,0.8,Seafood reference,General use
581,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,4.4,Short,Adult,1.0,Tech reference,Kids' party
582,Did you hear about the mathematician who’s afraid of negative numbers? He will stop at nothing to avoid them.,Pun,4.1,Short,Adult,0.8,Math joke,Kids' party
583,"What did the ocean say to the beach? Nothing, it just waved.",Pun,3.8,Long,G,0.5,Nature reference,Party joke
584,What’s orange and sounds like a parrot? A carrot!,Pun,4.1,Short,Adult,0.9,Wordplay,Office humor
585,"What did the ocean say to the beach? Nothing, it just waved.",Pun,4.0,Long,PG,0.7,Nature reference,Office humor
586,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,4.2,Long,PG,0.9,Everyday humor,Party joke
587,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,4.1,Medium,PG,0.6,Agricultural reference,Icebreaker
588,I would avoid the sushi if I was you. It’s a little fishy.,Pun,3.5,Short,Adult,0.9,Food reference,Office humor
589,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,3.4,Medium,Adult,0.7,Science joke,Icebreaker
590,I’m reading a book on anti-gravity. It’s impossible to put down.,Pun,3.8,Medium,PG,0.9,Science joke,Office humor
591,I told my wife she should embrace her mistakes. She gave me a hug.,One-liner,3.4,Short,PG,0.8,Everyday humor,Party joke
592,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,3.8,Long,G,0.8,Tech reference,Kids' party
593,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,4.1,Short,Adult,0.7,Sports reference,Kids' party
594,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,3.1,Long,PG,0.6,Everyday humor,Party joke
595,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.6,Short,PG,1.0,Science joke,Icebreaker
596,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.7,Medium,PG,0.6,Everyday humor,Party joke
597,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,4.6,Long,Adult,0.5,Seafood reference,Icebreaker
598,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.6,Medium,G,0.6,Everyday humor,Kids' party
599,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.6,Medium,PG,0.7,Everyday humor,Kids' party
600,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.9,Medium,Adult,0.6,Everyday humor,General use
601,Why did the bicycle fall over? Because it was two-tired.,Pun,3.6,Long,Adult,0.7,Transportation reference,Icebreaker
602,Why did the bicycle fall over? Because it was two-tired.,Pun,4.4,Medium,G,0.8,Transportation reference,Kids' party
603,"What did the ocean say to the beach? Nothing, it just waved.",Pun,3.7,Short,Adult,0.8,Nature reference,Party joke
604,Want to hear a joke about construction? I’m still working on it.,Pun,4.1,Short,Adult,0.8,Everyday humor,Party joke
605,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,3.9,Short,G,0.7,Sports reference,Icebreaker
606,Did you hear about the mathematician who’s afraid of negative numbers? He will stop at nothing to avoid them.,Pun,4.2,Short,Adult,0.8,Math joke,Icebreaker
607,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.2,Short,PG,0.6,Everyday humor,General use
608,How does a penguin build its house? Igloos it together!,Pun,3.3,Long,G,0.7,Animal reference,Icebreaker
609,I’m on a whiskey diet. I’ve lost three days already.,One-liner,4.9,Short,G,0.8,Alcohol reference,Office humor
610,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.2,Short,G,0.9,Science joke,Icebreaker
611,I’m on a whiskey diet. I’ve lost three days already.,One-liner,3.8,Long,Adult,0.9,Alcohol reference,Kids' party
612,"What did the ocean say to the beach? Nothing, it just waved.",Pun,3.1,Long,Adult,0.5,Nature reference,Party joke
613,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,3.8,Short,Adult,0.9,Sports reference,Icebreaker
614,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,4.3,Short,Adult,1.0,Everyday humor,Icebreaker
615,How do you organize a space party? You planet.,Pun,3.6,Long,PG,1.0,Science joke,General use
616,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.8,Short,G,0.6,Science joke,General use
617,I’m on a whiskey diet. I’ve lost three days already.,One-liner,3.9,Short,Adult,0.9,Alcohol reference,Office humor
618,I would avoid the sushi if I was you. It’s a little fishy.,Pun,3.7,Medium,G,0.9,Food reference,Party joke
619,"What did the ocean say to the beach? Nothing, it just waved.",Pun,4.4,Long,G,0.9,Nature reference,Party joke
620,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,4.1,Long,G,0.7,Agricultural reference,General use
621,"I used to play piano by ear, but now I use my hands.",One-liner,3.3,Short,G,0.9,Music reference,General use
622,Why did the bicycle fall over? Because it was two-tired.,Pun,4.2,Medium,G,0.9,Transportation reference,Icebreaker
623,I would avoid the sushi if I was you. It’s a little fishy.,Pun,3.2,Short,Adult,0.6,Food reference,General use
624,"I used to play piano by ear, but now I use my hands.",One-liner,4.6,Short,G,0.8,Music reference,Kids' party
625,What’s orange and sounds like a parrot? A carrot!,Pun,3.6,Medium,Adult,0.6,Wordplay,Office humor
626,"My boss told me to have a good day, so I went home.",One-liner,3.2,Short,Adult,0.9,Work humor,Party joke
627,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,3.5,Medium,G,0.6,Science joke,Office humor
628,How does a penguin build its house? Igloos it together!,Pun,3.4,Short,PG,0.8,Animal reference,Kids' party
629,Want to hear a joke about construction? I’m still working on it.,Pun,3.4,Long,G,0.5,Everyday humor,Party joke
630,Why did the bicycle fall over? Because it was two-tired.,Pun,4.9,Long,PG,0.7,Transportation reference,Icebreaker
631,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.5,Medium,PG,0.9,Everyday humor,Icebreaker
632,I told my wife she should embrace her mistakes. She gave me a hug.,One-liner,3.0,Short,Adult,0.7,Everyday humor,Kids' party
633,I told my wife she should embrace her mistakes. She gave me a hug.,One-liner,4.9,Medium,G,0.8,Everyday humor,General use
634,I would avoid the sushi if I was you. It’s a little fishy.,Pun,4.4,Short,Adult,0.5,Food reference,Office humor
635,How do you organize a space party? You planet.,Pun,3.9,Short,G,0.7,Science joke,General use
636,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.1,Short,G,1.0,Everyday humor,General use
637,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.4,Medium,Adult,0.7,Everyday humor,Icebreaker
638,"What did the ocean say to the beach? Nothing, it just waved.",Pun,3.2,Long,Adult,0.7,Nature reference,General use
639,How do you organize a space party? You planet.,Pun,4.0,Long,PG,0.5,Science joke,Office humor
640,"What did the ocean say to the beach? Nothing, it just waved.",Pun,3.4,Long,G,0.9,Nature reference,General use
641,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.2,Short,Adult,0.6,Science joke,General use
642,Why was the math book sad? It had too many problems.,Pun,4.8,Short,G,0.7,Math joke,General use
643,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,3.3,Long,G,0.8,Sports reference,Icebreaker
644,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,4.6,Medium,PG,0.7,Everyday humor,Office humor
645,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.5,Medium,Adult,0.5,Science joke,Icebreaker
646,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,3.8,Long,PG,0.6,Science joke,Party joke
647,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.5,Short,G,0.9,Everyday humor,General use
648,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,3.0,Short,Adult,0.8,Everyday humor,Kids' party
649,What’s orange and sounds like a parrot? A carrot!,Pun,4.3,Short,Adult,0.8,Wordplay,Icebreaker
650,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,3.5,Short,PG,0.6,Seafood reference,Kids' party
651,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.8,Long,Adult,1.0,Science joke,General use
652,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.6,Long,G,0.9,Halloween reference,Icebreaker
653,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,3.6,Medium,G,1.0,Seafood reference,Kids' party
654,How do you organize a space party? You planet.,Pun,3.2,Short,PG,0.8,Science joke,Office humor
655,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,3.7,Short,PG,0.8,Tech reference,Icebreaker
656,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.5,Medium,Adult,0.6,Science joke,Icebreaker
657,Want to hear a joke about construction? I’m still working on it.,Pun,4.3,Long,PG,0.8,Everyday humor,Office humor
658,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,3.2,Long,PG,0.8,Everyday humor,Kids' party
659,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.2,Long,G,0.7,Everyday humor,Kids' party
660,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,3.3,Medium,PG,1.0,Everyday humor,General use
661,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.3,Long,Adult,0.9,Science joke,General use
662,How does a penguin build its house? Igloos it together!,Pun,3.2,Long,G,0.8,Animal reference,Party joke
663,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.5,Short,PG,0.9,Halloween reference,Kids' party
664,How does a penguin build its house? Igloos it together!,Pun,4.3,Short,G,0.9,Animal reference,Party joke
665,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.7,Short,G,0.6,Science joke,Office humor
666,How does a penguin build its house? Igloos it together!,Pun,3.0,Long,Adult,0.8,Animal reference,Party joke
667,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.8,Short,PG,0.5,Everyday humor,Kids' party
668,Did you hear about the mathematician who’s afraid of negative numbers? He will stop at nothing to avoid them.,Pun,4.8,Medium,G,0.9,Math joke,Party joke
669,I would avoid the sushi if I was you. It’s a little fishy.,Pun,4.4,Medium,Adult,0.7,Food reference,General use
670,I’m on a whiskey diet. I’ve lost three days already.,One-liner,4.0,Medium,G,0.7,Alcohol reference,Icebreaker
671,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,3.1,Short,G,0.7,Everyday humor,Kids' party
672,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,3.4,Medium,PG,0.9,Tech reference,Office humor
673,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,4.2,Long,PG,0.8,Agricultural reference,Office humor
674,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.2,Long,Adult,0.7,Everyday humor,Icebreaker
675,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.4,Short,Adult,0.9,Science joke,Kids' party
676,Want to hear a joke about construction? I’m still working on it.,Pun,3.9,Medium,PG,1.0,Everyday humor,Icebreaker
677,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,3.2,Short,PG,0.7,Everyday humor,Office humor
678,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.3,Medium,G,0.7,Halloween reference,General use
679,Why don’t skeletons fight each other? They don’t have the guts.,Pun,3.0,Short,PG,0.7,Halloween reference,Kids' party
680,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,3.8,Short,Adult,0.7,Science joke,General use
681,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.6,Medium,Adult,0.9,Science joke,Office humor
682,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,3.9,Long,Adult,0.8,Everyday humor,Icebreaker
683,Why don’t programmers like nature? It has too many bugs.,Pun,3.5,Short,Adult,0.7,Tech reference,Office humor
684,Parallel lines have so much in common. It’s a shame they’ll never meet.,Pun,4.4,Short,Adult,0.7,Math joke,General use
685,I would avoid the sushi if I was you. It’s a little fishy.,Pun,4.0,Medium,PG,0.8,Food reference,Office humor
686,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.7,Short,PG,0.6,Science joke,Party joke
687,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.0,Short,PG,0.9,Everyday humor,Kids' party
688,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,5.0,Medium,Adult,0.5,Everyday humor,Office humor
689,"My boss told me to have a good day, so I went home.",One-liner,4.6,Short,PG,0.8,Work humor,General use
690,"I used to play piano by ear, but now I use my hands.",One-liner,4.3,Short,PG,0.6,Music reference,Icebreaker
691,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.9,Long,G,1.0,Everyday humor,Icebreaker
692,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,3.8,Long,G,0.7,Everyday humor,Office humor
693,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,5.0,Short,PG,0.8,Tech reference,Kids' party
694,Why did the bicycle fall over? Because it was two-tired.,Pun,3.2,Long,PG,0.9,Transportation reference,Kids' party
695,I’m on a whiskey diet. I’ve lost three days already.,One-liner,4.9,Long,G,0.9,Alcohol reference,Office humor
696,How do you organize a space party? You planet.,Pun,3.7,Long,PG,0.9,Science joke,Office humor
697,"My boss told me to have a good day, so I went home.",One-liner,4.3,Medium,G,1.0,Work humor,Kids' party
698,"What did the ocean say to the beach? Nothing, it just waved.",Pun,3.9,Short,PG,0.5,Nature reference,Kids' party
699,Why don’t skeletons fight each other? They don’t have the guts.,Pun,3.7,Medium,G,0.5,Halloween reference,General use
700,I’m reading a book on anti-gravity. It’s impossible to put down.,Pun,4.9,Long,G,1.0,Science joke,Office humor
701,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.9,Medium,PG,0.8,Science joke,Kids' party
702,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.0,Medium,G,0.8,Everyday humor,Party joke
703,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.7,Medium,G,0.8,Science joke,Party joke
704,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.3,Long,G,0.5,Everyday humor,Office humor
705,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.7,Medium,PG,0.9,Science joke,Office humor
706,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,4.4,Long,PG,0.6,Seafood reference,Office humor
707,I’m reading a book on anti-gravity. It’s impossible to put down.,Pun,4.4,Short,Adult,0.7,Science joke,General use
708,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.4,Short,G,0.8,Agricultural reference,Office humor
709,Why was the math book sad? It had too many problems.,Pun,4.5,Medium,PG,0.9,Math joke,Icebreaker
710,What’s orange and sounds like a parrot? A carrot!,Pun,4.1,Short,G,0.8,Wordplay,Icebreaker
711,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,4.4,Medium,PG,0.8,Sports reference,Office humor
712,Want to hear a joke about construction? I’m still working on it.,Pun,3.4,Medium,Adult,0.7,Everyday humor,Kids' party
713,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.6,Long,PG,0.8,Science joke,Party joke
714,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.8,Long,Adult,0.5,Halloween reference,General use
715,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,4.9,Medium,Adult,0.6,Everyday humor,Kids' party
716,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.8,Long,G,0.9,Science joke,General use
717,Did you hear about the mathematician who’s afraid of negative numbers? He will stop at nothing to avoid them.,Pun,3.2,Medium,PG,0.6,Math joke,Office humor
718,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,3.3,Medium,G,0.9,Science joke,Kids' party
719,I’m reading a book on anti-gravity. It’s impossible to put down.,Pun,3.8,Short,Adult,0.8,Science joke,General use
720,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,3.1,Short,PG,0.5,Everyday humor,Party joke
721,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,3.3,Medium,G,0.6,Science joke,General use
722,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,4.6,Long,PG,0.7,Agricultural reference,Office humor
723,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,4.6,Medium,PG,0.5,Everyday humor,General use
724,Why don’t programmers like nature? It has too many bugs.,Pun,3.9,Medium,Adult,0.7,Tech reference,Party joke
725,How do you organize a space party? You planet.,Pun,4.1,Long,Adult,0.8,Science joke,Icebreaker
726,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,3.8,Medium,PG,0.8,Seafood reference,General use
727,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,3.5,Short,Adult,0.8,Everyday humor,Office humor
728,How do you organize a space party? You planet.,Pun,3.2,Medium,PG,0.7,Science joke,Office humor
729,I told my wife she should embrace her mistakes. She gave me a hug.,One-liner,4.4,Long,PG,0.7,Everyday humor,Office humor
730,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.5,Long,PG,0.9,Agricultural reference,Kids' party
731,Want to hear a joke about construction? I’m still working on it.,Pun,4.5,Long,Adult,0.9,Everyday humor,Icebreaker
732,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,4.0,Medium,PG,0.9,Agricultural reference,Party joke
733,"What did the ocean say to the beach? Nothing, it just waved.",Pun,3.3,Medium,PG,1.0,Nature reference,General use
734,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.9,Medium,Adult,0.8,Agricultural reference,Party joke
735,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,3.8,Medium,PG,0.5,Seafood reference,Party joke
736,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,3.3,Long,Adult,0.6,Everyday humor,Party joke
737,Why don’t programmers like nature? It has too many bugs.,Pun,4.8,Long,Adult,0.8,Tech reference,Party joke
738,"My boss told me to have a good day, so I went home.",One-liner,3.5,Short,G,0.6,Work humor,Party joke
739,Parallel lines have so much in common. It’s a shame they’ll never meet.,Pun,5.0,Short,Adult,0.5,Math joke,Party joke
740,Why did the bicycle fall over? Because it was two-tired.,Pun,3.2,Short,G,0.6,Transportation reference,Office humor
741,Why don’t programmers like nature? It has too many bugs.,Pun,4.3,Short,G,0.8,Tech reference,General use
742,Why don’t skeletons fight each other? They don’t have the guts.,Pun,3.4,Medium,G,1.0,Halloween reference,Party joke
